"x","y","z","color","region","site_name","group"
-0.8,11.7,155.8,"#000000","WACASL","EVANS_CREEK",0
-0.8,12.9,245.4,"#000000","WACASL","STONE_NURSERY",0
-0.8,9.9,589.6,"#000000","WACASL","JAMMER3",0
-0.8,11.2,644.1,"#000000","WACASL","NORTONS",0
-0.8,11.2,233.1,"#000000","WACASL","FLORAS",0
-0.8,11.6,333.4,"#000000","WACASL","SLICE_BUTTE",0
-0.8,10.6,577.1,"#000000","WACASL","BUCKHORN2",0
-0.8,8.2,170.4,"#000000","WACASL","DOORSTOP",0
-0.8,9.7,179.4,"#000000","WACASL","SODA320",0
-2,11.2,202.8,"#000000","WACASL","FLORAS",0
-2,11.6,322.4,"#000000","WACASL","SLICE_BUTTE",0
-2,9.7,129,"#000000","WACASL","SODA320",0
-2,8.2,136.3,"#000000","WACASL","DOORSTOP",0
-2,11.7,206.3,"#000000","WACASL","EVANS_CREEK",0
-2,10.6,490.6,"#000000","WACASL","BUCKHORN2",0
-2,12.9,232.2,"#000000","WACASL","STONE_NURSERY",0
-2,9.9,451.2,"#000000","WACASL","JAMMER3",0
-2,11.2,573.6,"#000000","WACASL","NORTONS",0
-2.5,12.9,222.4,"#000000","WACASL","STONE_NURSERY",0
-2.5,10.6,582.1,"#000000","WACASL","BUCKHORN2",0
-2.5,9.7,171,"#000000","WACASL","SODA320",0
-2.5,11.2,632.1,"#000000","WACASL","NORTONS",0
-2.5,9.9,529.4,"#000000","WACASL","JAMMER3",0
-2.5,11.2,215,"#000000","WACASL","FLORAS",0
-2.5,11.7,156,"#000000","WACASL","EVANS_CREEK",0
-2.5,11.6,337.2,"#000000","WACASL","SLICE_BUTTE",0
-2.5,8.2,177.4,"#000000","WACASL","DOORSTOP",0
-2.4,11.2,657,"#000000","WACASL","NORTONS",0
-2.4,11.7,142.1,"#000000","WACASL","EVANS_CREEK",0
-2.4,12.9,185.1,"#000000","WACASL","STONE_NURSERY",0
-2.4,11.6,307.2,"#000000","WACASL","SLICE_BUTTE",0
-2.4,9.7,167.6,"#000000","WACASL","SODA320",0
-2.4,11.2,270.1,"#000000","WACASL","FLORAS",0
-2.4,8.2,143,"#000000","WACASL","DOORSTOP",0
-2.4,9.9,422.4,"#000000","WACASL","JAMMER3",0
-2.4,10.6,462.4,"#000000","WACASL","BUCKHORN2",0
-4.2,11.7,165.2,"#000000","WACASL","EVANS_CREEK",0
-4.2,11.2,601.8,"#000000","WACASL","NORTONS",0
-4.2,12.9,195.7,"#000000","WACASL","STONE_NURSERY",0
-4.2,9.7,156.1,"#000000","WACASL","SODA320",0
-4.2,11.2,241,"#000000","WACASL","FLORAS",0
-4.2,11.6,279.6,"#000000","WACASL","SLICE_BUTTE",0
-4.2,9.9,395.7,"#000000","WACASL","JAMMER3",0
-4.2,8.2,135.7,"#000000","WACASL","DOORSTOP",0
-4.2,10.6,453.5,"#000000","WACASL","BUCKHORN2",0
0.9,11.2,728.5,"#00008B","ORCSTN","NORTONS",1
0.9,9.7,222.8,"#00008B","ORCSTN","SODA320",1
0.9,10.6,482.3,"#00008B","ORCSTN","BUCKHORN2",1
0.9,8.2,156.3,"#00008B","ORCSTN","DOORSTOP",1
0.9,12.9,258.8,"#00008B","ORCSTN","STONE_NURSERY",1
0.9,11.2,316.9,"#00008B","ORCSTN","FLORAS",1
0.9,11.7,181,"#00008B","ORCSTN","EVANS_CREEK",1
0.9,11.6,331.6,"#00008B","ORCSTN","SLICE_BUTTE",1
0.9,9.9,630.7,"#00008B","ORCSTN","JAMMER3",1
0.3,9.7,159.3,"#00008B","ORCSTN","SODA320",1
0.3,11.2,287.7,"#00008B","ORCSTN","FLORAS",1
0.3,11.7,163.5,"#00008B","ORCSTN","EVANS_CREEK",1
0.3,8.2,109.6,"#00008B","ORCSTN","DOORSTOP",1
0.3,12.9,201.6,"#00008B","ORCSTN","STONE_NURSERY",1
0.3,11.6,346.2,"#00008B","ORCSTN","SLICE_BUTTE",1
0.3,11.2,604.9,"#00008B","ORCSTN","NORTONS",1
0.3,10.6,464,"#00008B","ORCSTN","BUCKHORN2",1
0.3,9.9,442.3,"#00008B","ORCSTN","JAMMER3",1
1.3,10.6,707.7,"#00008B","ORCSTN","BUCKHORN2",1
1.3,11.7,194.1,"#00008B","ORCSTN","EVANS_CREEK",1
1.3,11.6,402.1,"#00008B","ORCSTN","SLICE_BUTTE",1
1.3,12.9,245.2,"#00008B","ORCSTN","STONE_NURSERY",1
1.3,8.2,188.8,"#00008B","ORCSTN","DOORSTOP",1
1.3,9.7,211.9,"#00008B","ORCSTN","SODA320",1
1.3,11.2,353.2,"#00008B","ORCSTN","FLORAS",1
1.3,9.9,711.6,"#00008B","ORCSTN","JAMMER3",1
1.3,11.2,885.8,"#00008B","ORCSTN","NORTONS",1
0.6,11.2,423.9,"#00008B","ORCSTN","FLORAS",1
0.6,11.6,464.4,"#00008B","ORCSTN","SLICE_BUTTE",1
0.6,10.6,638.8,"#00008B","ORCSTN","BUCKHORN2",1
0.6,9.9,578.8,"#00008B","ORCSTN","JAMMER3",1
0.6,11.7,217.6,"#00008B","ORCSTN","EVANS_CREEK",1
0.6,12.9,236.9,"#00008B","ORCSTN","STONE_NURSERY",1
0.6,11.2,844.5,"#00008B","ORCSTN","NORTONS",1
0.6,8.2,162.1,"#00008B","ORCSTN","DOORSTOP",1
0.6,9.7,200.5,"#00008B","ORCSTN","SODA320",1
0.2,9.9,531.2,"#00008B","ORCSTN","JAMMER3",1
0.2,11.6,378.6,"#00008B","ORCSTN","SLICE_BUTTE",1
0.2,11.7,183.1,"#00008B","ORCSTN","EVANS_CREEK",1
0.2,11.2,351.4,"#00008B","ORCSTN","FLORAS",1
0.2,9.7,190.1,"#00008B","ORCSTN","SODA320",1
0.2,12.9,281.1,"#00008B","ORCSTN","STONE_NURSERY",1
0.2,10.6,490.9,"#00008B","ORCSTN","BUCKHORN2",1
0.2,11.2,799.6,"#00008B","ORCSTN","NORTONS",1
0.2,8.2,191.6,"#00008B","ORCSTN","DOORSTOP",1
3.3,10.6,612.9,"#00FF00","ORCSTS","BUCKHORN2",2
3.3,11.7,184.7,"#00FF00","ORCSTS","EVANS_CREEK",2
3.3,11.6,354,"#00FF00","ORCSTS","SLICE_BUTTE",2
3.3,9.7,181.8,"#00FF00","ORCSTS","SODA320",2
3.3,8.2,134.3,"#00FF00","ORCSTS","DOORSTOP",2
3.3,12.9,251.1,"#00FF00","ORCSTS","STONE_NURSERY",2
3.3,11.2,843.7,"#00FF00","ORCSTS","NORTONS",2
3.3,9.9,561,"#00FF00","ORCSTS","JAMMER3",2
3.3,11.2,459.8,"#00FF00","ORCSTS","FLORAS",2
2.8,11.2,766,"#00FF00","ORCSTS","NORTONS",2
2.8,9.7,172.7,"#00FF00","ORCSTS","SODA320",2
2.8,12.9,300.4,"#00FF00","ORCSTS","STONE_NURSERY",2
2.8,11.7,201.8,"#00FF00","ORCSTS","EVANS_CREEK",2
2.8,10.6,609.1,"#00FF00","ORCSTS","BUCKHORN2",2
2.8,8.2,116.5,"#00FF00","ORCSTS","DOORSTOP",2
2.8,11.2,520.4,"#00FF00","ORCSTS","FLORAS",2
2.8,9.9,587.1,"#00FF00","ORCSTS","JAMMER3",2
2.8,11.6,437.2,"#00FF00","ORCSTS","SLICE_BUTTE",2
2.35,12.9,208.6,"#00FF00","ORCSTS","STONE_NURSERY",2
2.35,11.2,671.6,"#00FF00","ORCSTS","NORTONS",2
2.35,11.2,461.7,"#00FF00","ORCSTS","FLORAS",2
2.35,10.6,623.4,"#00FF00","ORCSTS","BUCKHORN2",2
2.35,11.7,173,"#00FF00","ORCSTS","EVANS_CREEK",2
2.35,8.2,119.2,"#00FF00","ORCSTS","DOORSTOP",2
2.35,9.9,573.7,"#00FF00","ORCSTS","JAMMER3",2
2.35,11.6,381,"#00FF00","ORCSTS","SLICE_BUTTE",2
2.35,9.7,178.1,"#00FF00","ORCSTS","SODA320",2
1.65,11.6,414.4,"#00FF00","ORCSTS","SLICE_BUTTE",2
1.65,10.6,673.8,"#00FF00","ORCSTS","BUCKHORN2",2
1.65,11.2,745.6,"#00FF00","ORCSTS","NORTONS",2
1.65,11.7,165.8,"#00FF00","ORCSTS","EVANS_CREEK",2
1.65,9.9,640.7,"#00FF00","ORCSTS","JAMMER3",2
1.65,12.9,273,"#00FF00","ORCSTS","STONE_NURSERY",2
1.65,11.2,573.4,"#00FF00","ORCSTS","FLORAS",2
1.65,9.7,235.4,"#00FF00","ORCSTS","SODA320",2
1.65,8.2,153.2,"#00FF00","ORCSTS","DOORSTOP",2
1.7,9.9,630.5,"#00FF00","ORCSTS","JAMMER3",2
1.7,12.9,279.7,"#00FF00","ORCSTS","STONE_NURSERY",2
1.7,10.6,581.2,"#00FF00","ORCSTS","BUCKHORN2",2
1.7,11.7,164.6,"#00FF00","ORCSTS","EVANS_CREEK",2
1.7,9.7,204.3,"#00FF00","ORCSTS","SODA320",2
1.7,11.2,814.5,"#00FF00","ORCSTS","NORTONS",2
1.7,8.2,146.1,"#00FF00","ORCSTS","DOORSTOP",2
1.7,11.2,475.1,"#00FF00","ORCSTS","FLORAS",2
1.7,11.6,362.1,"#00FF00","ORCSTS","SLICE_BUTTE",2
1.75,11.6,286,"#A020F0","CAKLA","SLICE_BUTTE",3
1.75,11.7,176.3,"#A020F0","CAKLA","EVANS_CREEK",3
1.75,12.9,300.3,"#A020F0","CAKLA","STONE_NURSERY",3
1.75,9.7,96.4,"#A020F0","CAKLA","SODA320",3
-2.7,9.9,286.9,"#A020F0","CAKLA","JAMMER3",3
-2.7,11.7,129.9,"#A020F0","CAKLA","EVANS_CREEK",3
-2.7,11.2,448,"#A020F0","CAKLA","NORTONS",3
-2.7,12.9,204.8,"#A020F0","CAKLA","STONE_NURSERY",3
-2.8,11.2,355.8,"#A020F0","CAKLA","NORTONS",3
-2.8,12.9,204.3,"#A020F0","CAKLA","STONE_NURSERY",3
-2.8,11.7,138.8,"#A020F0","CAKLA","EVANS_CREEK",3
-1,12.9,233.5,"#A020F0","CAKLA","STONE_NURSERY",3
-1,11.7,118.5,"#A020F0","CAKLA","EVANS_CREEK",3
-1,9.9,292.9,"#A020F0","CAKLA","JAMMER3",3
-1,9.7,93.3,"#A020F0","CAKLA","SODA320",3
-1,11.6,270.2,"#A020F0","CAKLA","SLICE_BUTTE",3
0.9,12.9,217.7,"#A020F0","CAKLA","STONE_NURSERY",3
0.9,11.2,403.1,"#A020F0","CAKLA","NORTONS",3
0.9,11.7,135.3,"#A020F0","CAKLA","EVANS_CREEK",3
-0.4,11.7,176.1,"#A52A2A","ORCASL","EVANS_CREEK",4
-0.4,9.9,542.3,"#A52A2A","ORCASL","JAMMER3",4
-0.4,11.2,751.1,"#A52A2A","ORCASL","NORTONS",4
-0.4,11.6,388,"#A52A2A","ORCASL","SLICE_BUTTE",4
-0.4,9.7,154.7,"#A52A2A","ORCASL","SODA320",4
-0.4,8.2,188.1,"#A52A2A","ORCASL","DOORSTOP",4
-0.4,12.9,240.4,"#A52A2A","ORCASL","STONE_NURSERY",4
-0.4,10.6,583.8,"#A52A2A","ORCASL","BUCKHORN2",4
-0.4,11.2,301.9,"#A52A2A","ORCASL","FLORAS",4
-0.1,11.2,720.8,"#A52A2A","ORCASL","NORTONS",4
-0.1,9.7,207.3,"#A52A2A","ORCASL","SODA320",4
-0.1,10.6,536.5,"#A52A2A","ORCASL","BUCKHORN2",4
-0.1,9.9,567.3,"#A52A2A","ORCASL","JAMMER3",4
-0.1,11.6,389.8,"#A52A2A","ORCASL","SLICE_BUTTE",4
-0.1,8.2,168.4,"#A52A2A","ORCASL","DOORSTOP",4
-0.1,12.9,206.1,"#A52A2A","ORCASL","STONE_NURSERY",4
-0.1,11.2,350.1,"#A52A2A","ORCASL","FLORAS",4
-0.1,11.7,178,"#A52A2A","ORCASL","EVANS_CREEK",4
0.05,8.2,156.3,"#A52A2A","ORCASL","DOORSTOP",4
0.05,11.7,177.8,"#A52A2A","ORCASL","EVANS_CREEK",4
0.05,11.6,324.3,"#A52A2A","ORCASL","SLICE_BUTTE",4
0.05,10.6,543.2,"#A52A2A","ORCASL","BUCKHORN2",4
0.05,9.7,170.1,"#A52A2A","ORCASL","SODA320",4
0.05,11.2,746.6,"#A52A2A","ORCASL","NORTONS",4
0.05,11.2,294.1,"#A52A2A","ORCASL","FLORAS",4
0.05,12.9,179.3,"#A52A2A","ORCASL","STONE_NURSERY",4
0.05,9.9,585.5,"#A52A2A","ORCASL","JAMMER3",4
-0.3,9.9,681.9,"#A52A2A","ORCASL","JAMMER3",4
-0.3,10.6,657.5,"#A52A2A","ORCASL","BUCKHORN2",4
-0.3,12.9,211.3,"#A52A2A","ORCASL","STONE_NURSERY",4
-0.3,11.7,204.2,"#A52A2A","ORCASL","EVANS_CREEK",4
-0.3,11.2,353.4,"#A52A2A","ORCASL","FLORAS",4
-0.3,8.2,189,"#A52A2A","ORCASL","DOORSTOP",4
-0.3,9.7,192.9,"#A52A2A","ORCASL","SODA320",4
-0.3,11.6,410.8,"#A52A2A","ORCASL","SLICE_BUTTE",4
-0.3,11.2,633.6,"#A52A2A","ORCASL","NORTONS",4
-0.9,11.2,666.9,"#A52A2A","ORCASL","NORTONS",4
-0.9,11.7,182.1,"#A52A2A","ORCASL","EVANS_CREEK",4
-0.9,9.7,228.1,"#A52A2A","ORCASL","SODA320",4
-0.9,11.6,387.7,"#A52A2A","ORCASL","SLICE_BUTTE",4
-0.9,12.9,181.3,"#A52A2A","ORCASL","STONE_NURSERY",4
-0.9,9.9,526.3,"#A52A2A","ORCASL","JAMMER3",4
-0.9,10.6,490.4,"#A52A2A","ORCASL","BUCKHORN2",4
-0.9,11.2,314.7,"#A52A2A","ORCASL","FLORAS",4
-0.9,8.2,154.4,"#A52A2A","ORCASL","DOORSTOP",4
4.3,10.6,445,"#ADD8E6","CACST","BUCKHORN2",5
4.3,11.2,590.4,"#ADD8E6","CACST","FLORAS",5
4.3,9.7,110.3,"#ADD8E6","CACST","SODA320",5
4.3,8.2,59.5,"#ADD8E6","CACST","DOORSTOP",5
4.3,9.9,353.4,"#ADD8E6","CACST","JAMMER3",5
4.3,11.7,208.6,"#ADD8E6","CACST","EVANS_CREEK",5
4.3,11.2,566.1,"#ADD8E6","CACST","NORTONS",5
4.3,11.6,346.2,"#ADD8E6","CACST","SLICE_BUTTE",5
3.75,9.7,125.4,"#ADD8E6","CACST","SODA320",5
3.75,8.2,53.1,"#ADD8E6","CACST","DOORSTOP",5
3.75,11.7,201,"#ADD8E6","CACST","EVANS_CREEK",5
3.75,10.6,388.4,"#ADD8E6","CACST","BUCKHORN2",5
